application_id,applicant_id,posting_id,company,role,industry,employment_type,applied_date,fit_score
J03672,A0380,P0167,회사12,DA (Data Analyst),리테일,신입,2025-08-03,0.875
J01591,A0158,P0209,회사19,BA (Business Analyst),금융,신입,2025-08-03,0.55
J04607,A0481,P0182,회사12,Data Scientist,금융,인턴,2025-08-03,0.413
J00462,A0049,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-08-04,0.368
J01480,A0147,P0035,회사19,Data Scientist,물류,인턴,2025-08-04,0.246
J03898,A0405,P0128,회사26,Data Scientist,게임,경력,2025-08-04,0.615
J00202,A0022,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-08-04,0.61
J01853,A0187,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-08-04,0.632
J02436,A0249,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-08-04,0.273
J03877,A0401,P0072,회사32,DA (Data Analyst),교육,인턴,2025-08-04,0.245
J01021,A0107,P0230,회사13,DA (Data Analyst),물류,경력,2025-08-04,0.657
J01043,A0108,P0209,회사19,BA (Business Analyst),금융,신입,2025-08-04,0.72
J02848,A0296,P0005,회사11,Growth Analyst,,경력,2025-08-04,0.763
J00989,A0103,P0066,회사11,Product Analyst,게임,경력,2025-08-04,0.299
J00226,A0024,P0016,회사22,Data Scientist,게임,경력,2025-08-04,0.671
J03370,A0351,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-08-04,0.547
J00842,A0088,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-08-04,0.488
J01246,A0129,P0047,회사22,BI Engineer,금융,경력,2025-08-04,0.542
J00913,A0093,P0036,회사31,DA (Data Analyst),,경력,2025-08-04,0.938
J02863,A0297,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-08-04,0.557
J01043,A0108,P0209,회사19,BA (Business Analyst),금융,신입,2025-08-04,0.72
J00429,A0045,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-08-04,0.874
J04925,A0515,P0190,회사31,Growth Analyst,,전환형 인턴,2025-08-04,0.505
J02787,A0291,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-08-05,0.771
J02803,A0292,P0050,회사14,BA (Business Analyst),미디어,신입,2025-08-05,0.441
J04907,A0513,P0011,회사27,Product Analyst,,신입,2025-08-05,0.511
J02616,A0273,P0161,회사21,DA (Data Analyst),리테일,신입,2025-08-05,0.762
J02759,A0288,P0125,회사32,DA (Data Analyst),게임,신입,2025-08-05,0.369
J01776,A0176,P0009,회사20,BA (Business Analyst),물류,경력,2025-08-05,0.672
J02603,A0271,P0027,회사15,DA (Data Analyst),물류,신입,2025-08-05,0.604
J03282,A0342,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-08-05,0.538
J04725,A0491,P0116,회사32,BA (Business Analyst),금융,전환형 인턴,2025-08-05,0.844
J04449,A0465,P0006,회사24,Growth Analyst,물류,신입,2025-08-05,0.498
J01195,A0123,P0080,회사19,Growth Analyst,게임,경력,2025-08-05,0.298
J04382,A0458,P0047,회사22,BI Engineer,금융,경력,2025-08-05,0.352
J03864,A0400,P0139,회사28,Growth Analyst,교육,경력,2025-08-05,0.277
J04821,A0503,P0219,회사27,Product Analyst,미디어,인턴,2025-08-05,0.177
J02353,A0242,P0181,회사12,BA (Business Analyst),,신입,2025-08-05,0.763
J04777,A0498,P0190,회사31,Growth Analyst,,전환형 인턴,2025-08-05,0.37
J02038,A0210,P0120,회사26,DA (Data Analyst),게임,신입,2025-08-05,0.656
J04474,A0467,P0094,회사19,BI Engineer,금융,신입,2025-08-05,0.504
J00645,A0067,P0072,회사32,DA (Data Analyst),교육,인턴,2025-08-05,0.493
J00340,A0037,P0006,회사24,Growth Analyst,물류,신입,2025-08-05,0.639
J00387,A0040,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-08-05,0.096
J03119,A0324,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-08-06,0.502
J04068,A0423,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-08-06,0.409
J03929,A0410,P0054,회사11,Growth Analyst,물류,인턴,2025-08-06,0.53
J02893,A0299,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-08-06,0.53
J02021,A0207,P0213,회사19,BI Engineer,물류,신입,2025-08-06,0.511
J04709,A0490,P0079,회사08,Growth Analyst,게임,신입,2025-08-06,0.371
J03831,A0395,P0214,회사22,BA (Business Analyst),,계약직,2025-08-06,0.663
J02276,A0234,P0048,회사12,Growth Analyst,교육,신입,2025-08-06,0.117
J04767,A0497,P0080,회사19,Growth Analyst,게임,경력,2025-08-06,0.817
J00620,A0064,P0128,회사26,Data Scientist,게임,경력,2025-08-06,0.451
J01462,A0146,P0133,회사13,Data Scientist,헬스케어,신입,2025-08-06,0.765
J02420,A0248,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-08-06,0.336
J03104,A0323,P0081,회사34,DA (Data Analyst),교육,계약직,2025-08-06,0.565
J01650,A0164,P0009,회사20,BA (Business Analyst),물류,경력,2025-08-06,0.639
J02029,A0209,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-08-06,0.555
J04165,A0434,P0180,회사17,DA (Data Analyst),,계약직,2025-08-07,0.525
J01926,A0195,P0002,회사20,Product Analyst,게임,신입,2025-08-07,0.656
J03665,A0379,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-08-07,0.547
J03716,A0383,P0094,회사19,BI Engineer,금융,신입,2025-08-07,0.496
J01390,A0140,P0077,회사15,BA (Business Analyst),,경력,2025-08-07,0.417
J02106,A0216,P0222,회사17,Product Analyst,,경력,2025-08-07,0.471
J04658,A0485,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-08-07,0.226
J03401,A0355,P0229,회사18,Data Scientist,배달/배송,계약직,2025-08-07,0.492
J00132,A0015,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-08-07,0.468
J02640,A0275,P0199,회사21,BA (Business Analyst),물류,경력,2025-08-07,0.407
J03807,A0393,P0079,회사08,Growth Analyst,게임,신입,2025-08-07,0.137
J02955,A0306,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-08-07,0.628
J00713,A0075,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-08-07,0.474
J03340,A0349,P0108,회사14,BA (Business Analyst),교육,경력,2025-08-07,0.706
J02821,A0293,P0137,회사23,Product Analyst,모바일·APP,신입,2025-08-07,0.39
J03311,A0345,P0199,회사21,BA (Business Analyst),물류,경력,2025-08-08,0.817
J04796,A0499,P0185,회사11,DA (Data Analyst),물류,전환형 인턴,2025-08-08,0.735
J00247,A0027,P0142,회사15,BI Engineer,교육,경력,2025-08-08,0.447
J02864,A0297,P0087,회사03,Product Analyst,헬스케어,신입,2025-08-08,0.442
J01500,A0148,P0072,회사32,DA (Data Analyst),교육,인턴,2025-08-08,0.335
J03976,A0412,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-08-08,0.331
J03311,A0345,P0199,회사21,BA (Business Analyst),물류,경력,2025-08-08,0.817
J00556,A0058,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-08-08,0.34
J00096,A0011,P0108,회사14,BA (Business Analyst),교육,경력,2025-08-08,0.623
J03497,A0366,P0087,회사03,Product Analyst,헬스케어,신입,2025-08-08,0.487
J02777,A0289,P0214,회사22,BA (Business Analyst),,계약직,2025-08-08,0.724
J04959,A0520,P0170,회사26,Growth Analyst,게임,경력,2025-08-08,0.366
J02115,A0217,P0119,회사13,Product Analyst,리테일,신입,2025-08-08,0.779
J00227,A0024,P0001,회사22,Product Analyst,물류,신입,2025-08-08,0.401
J00494,A0051,P0012,회사16,Growth Analyst,금융,경력,2025-08-08,0.488
J00300,A0033,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-08-08,0.261
J04502,A0468,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-08-08,0.518
J03742,A0386,P0192,회사30,Growth Analyst,헬스케어,신입,2025-08-08,0.049
J03891,A0404,P0018,회사24,BI Engineer,리테일,계약직,2025-08-08,0.795
J03283,A0342,P0233,회사18,BA (Business Analyst),게임,신입,2025-08-09,0.337
J04124,A0429,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-08-09,0.771
J01875,A0189,P0063,회사13,DA (Data Analyst),게임,신입,2025-08-09,0.508
J01571,A0156,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-08-09,0.5
J01224,A0127,P0119,회사13,Product Analyst,리테일,신입,2025-08-09,0.521
J04241,A0441,P0214,회사22,BA (Business Analyst),,계약직,2025-08-09,0.637
J02393,A0246,P0149,회사13,DA (Data Analyst),리테일,계약직,2025-08-09,0.472
J01592,A0158,P0154,회사34,BA (Business Analyst),미디어,경력,2025-08-09,0.387
J03791,A0391,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-08-09,0.588
J04269,A0445,P0004,회사19,BA (Business Analyst),교육,신입,2025-08-09,0.653
J01356,A0137,P0196,회사11,BI Engineer,리테일,계약직,2025-08-09,0.755
J04450,A0465,P0021,회사14,BI Engineer,경영 컨설팅,신입,2025-08-09,0.387
J00035,A0005,P0053,회사31,BA (Business Analyst),헬스케어,경력,2025-08-09,0.374
J01724,A0171,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-08-09,0.72
J01625,A0161,P0002,회사20,Product Analyst,게임,신입,2025-08-09,0.803
J04351,A0454,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-08-10,0.739
J01430,A0143,P0154,회사34,BA (Business Analyst),미디어,경력,2025-08-10,0.565
J01315,A0134,P0225,회사33,Data Scientist,헬스케어,경력,2025-08-10,0.721
J02488,A0258,P0074,회사20,BI Engineer,배달/배송,신입,2025-08-10,0.485
J01279,A0131,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-08-10,0.472
J04041,A0419,P0085,회사26,DA (Data Analyst),물류,경력,2025-08-10,0.501
J02849,A0296,P0028,회사11,BI Engineer,모바일·APP,경력,2025-08-10,0.669
J00887,A0091,P0204,회사31,DA (Data Analyst),교육,인턴,2025-08-10,0.314
J00267,A0029,P0091,회사11,Data Scientist,금융,신입,2025-08-10,0.68
J01022,A0107,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-08-10,0.575
J03630,A0376,P0201,회사33,BA (Business Analyst),물류,경력,2025-08-10,0.912
J03951,A0411,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-08-10,0.778
J02437,A0249,P0098,회사11,Data Scientist,게임,신입,2025-08-10,0.746
J03061,A0319,P0201,회사33,BA (Business Analyst),물류,경력,2025-08-10,0.319
J02379,A0245,P0207,회사12,Growth Analyst,게임,신입,2025-08-10,0.429
J03255,A0339,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-08-10,0.571
J03673,A0380,P0149,회사13,DA (Data Analyst),리테일,계약직,2025-08-10,0.675
J01683,A0167,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-08-10,0.609
J00572,A0060,P0145,회사28,Growth Analyst,,신입,2025-08-10,0.202
J03645,A0378,P0196,회사11,BI Engineer,리테일,계약직,2025-08-11,0.854
J02686,A0279,P0083,회사22,BI Engineer,배달/배송,경력,2025-08-11,0.629
J03200,A0334,P0098,회사11,Data Scientist,게임,신입,2025-08-11,0.385
J04908,A0513,P0100,회사34,BI Engineer,헬스케어,계약직,2025-08-11,0.851
J00176,A0020,P0192,회사30,Growth Analyst,헬스케어,신입,2025-08-11,0.395
J01662,A0165,P0055,회사30,BA (Business Analyst),리테일,경력,2025-08-11,0.683
J02885,A0298,P0146,회사21,Product Analyst,게임,경력,2025-08-11,0.344
J02054,A0211,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-08-11,0.114
J02885,A0298,P0146,회사21,Product Analyst,게임,경력,2025-08-11,0.344
J04375,A0457,P0209,회사19,BA (Business Analyst),금융,신입,2025-08-11,0.808
J02151,A0220,P0117,회사19,BI Engineer,,신입,2025-08-11,0.306
J01081,A0112,P0074,회사20,BI Engineer,배달/배송,신입,2025-08-11,0.78
J04198,A0436,P0086,회사18,BI Engineer,교육,경력,2025-08-11,0.899
J03392,A0353,P0111,회사29,Product Analyst,배달/배송,신입,2025-08-11,0.304
J02984,A0311,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-08-11,0.455
J00914,A0093,P0052,회사12,Data Scientist,교육,인턴,2025-08-11,0.931
J01531,A0151,P0210,회사26,Growth Analyst,,신입,2025-08-12,0.223
J02293,A0236,P0199,회사21,BA (Business Analyst),물류,경력,2025-08-12,0.546
J04840,A0505,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-08-12,0.719
J03142,A0326,P0064,회사27,Growth Analyst,헬스케어,경력,2025-08-12,0.847
J00557,A0058,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-08-12,0.478
J03105,A0323,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-08-12,0.317
J03892,A0404,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-08-12,0.65
J03865,A0400,P0179,회사26,Product Analyst,금융,계약직,2025-08-12,0.408
J03264,A0341,P0097,회사23,Growth Analyst,모바일·APP,신입,2025-08-12,0.162
J03484,A0364,P0029,회사18,Product Analyst,게임,신입,2025-08-12,0.641
J04624,A0482,P0142,회사15,BI Engineer,교육,경력,2025-08-12,0.818
J00777,A0083,P0094,회사19,BI Engineer,금융,신입,2025-08-12,0.654
J02617,A0273,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-08-12,0.468
J00646,A0067,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-08-12,0.109
J01950,A0198,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-08-12,0.504
J04166,A0434,P0038,회사11,Product Analyst,,신입,2025-08-12,0.557
J01463,A0146,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-08-12,0.885
J04633,A0483,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-08-12,0.644
J00814,A0086,P0198,회사22,BA (Business Analyst),게임,계약직,2025-08-12,0.347
J01044,A0108,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-08-12,0.605
J02039,A0210,P0026,회사26,DA (Data Analyst),금융,신입,2025-08-13,0.102
J03447,A0360,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-08-13,0.107
J01788,A0177,P0184,회사28,DA (Data Analyst),게임,전환형 인턴,2025-08-13,0.264
J02186,A0224,P0199,회사21,BA (Business Analyst),물류,경력,2025-08-13,0.43
J01145,A0119,P0059,회사23,Product Analyst,물류,신입,2025-08-13,0.99
J03120,A0324,P0237,회사23,Data Scientist,경영 컨설팅,신입,2025-08-13,0.367
J03441,A0359,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-08-13,0.617
J01196,A0123,P0237,회사23,Data Scientist,경영 컨설팅,신입,2025-08-13,0.166
J02956,A0306,P0222,회사17,Product Analyst,,경력,2025-08-13,0.353
J03037,A0316,P0081,회사34,DA (Data Analyst),교육,계약직,2025-08-13,0.384
J03381,A0352,P0021,회사14,BI Engineer,경영 컨설팅,신입,2025-08-13,0.155
J03977,A0412,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-08-13,0.8
J04689,A0489,P0005,회사11,Growth Analyst,,경력,2025-08-13,0.907
J01539,A0153,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-08-13,0.581
J03341,A0349,P0120,회사26,DA (Data Analyst),게임,신입,2025-08-13,0.86
J04270,A0445,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-08-13,0.657
J00394,A0041,P0027,회사15,DA (Data Analyst),물류,신입,2025-08-13,0.694
J01651,A0164,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-08-13,0.436
J02641,A0275,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-08-13,0.406
J01419,A0142,P0177,회사22,Growth Analyst,경영 컨설팅,경력,2025-08-13,0.495
J01559,A0155,P0122,회사21,Product Analyst,,전환형 인턴,2025-08-13,0.458
J03217,A0335,P0015,회사11,Data Scientist,모바일·APP,신입,2025-08-13,0.99
J02246,A0231,P0011,회사27,Product Analyst,,신입,2025-08-13,0.315
J02421,A0248,P0184,회사28,DA (Data Analyst),게임,전환형 인턴,2025-08-13,0.638
J00248,A0027,P0165,회사16,Data Scientist,물류,신입,2025-08-14,0.29
J02788,A0291,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-08-14,0.719
J04352,A0454,P0150,회사04,Growth Analyst,배달/배송,경력,2025-08-14,0.862
J04960,A0520,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-08-14,0.599
J03588,A0372,P0015,회사11,Data Scientist,모바일·APP,신입,2025-08-14,0.667
J02513,A0261,P0201,회사33,BA (Business Analyst),물류,경력,2025-08-14,0.584
J00621,A0064,P0232,회사17,BI Engineer,물류,신입,2025-08-14,0.683
J00990,A0103,P0205,회사17,Product Analyst,게임,경력,2025-08-14,0.441
J01777,A0176,P0063,회사13,DA (Data Analyst),게임,신입,2025-08-14,0.456
J04608,A0481,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-08-14,0.609
J03306,A0344,P0227,회사02,Data Scientist,게임,신입,2025-08-14,0.165
J04179,A0435,P0209,회사19,BA (Business Analyst),금융,신입,2025-08-14,0.53
J04710,A0490,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-08-14,0.459
J00859,A0089,P0138,회사11,BI Engineer,물류,신입,2025-08-14,0.096
J03498,A0366,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-08-15,0.567
J01160,A0120,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-08-15,0.832
J03498,A0366,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-08-15,0.567
J01593,A0158,P0221,회사32,Growth Analyst,교육,계약직,2025-08-15,0.606
J01741,A0173,P0224,회사16,Growth Analyst,,신입,2025-08-15,0.386
J00714,A0075,P0141,회사13,BA (Business Analyst),헬스케어,전환형 인턴,2025-08-15,0.271
J03878,A0401,P0038,회사11,Product Analyst,,신입,2025-08-15,0.259
J02604,A0271,P0174,회사25,BI Engineer,금융,인턴,2025-08-15,0.497
J02924,A0303,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-08-15,0.741
J04475,A0467,P0042,회사19,Data Scientist,헬스케어,경력,2025-08-15,0.573
J04503,A0468,P0037,회사23,BA (Business Analyst),모바일·APP,경력,2025-08-15,0.174
J04383,A0458,P0216,회사17,BA (Business Analyst),모바일·APP,경력,2025-08-15,0.617
J02693,A0280,P0236,회사26,BA (Business Analyst),리테일,신입,2025-08-15,0.601
J02277,A0234,P0018,회사24,BI Engineer,리테일,계약직,2025-08-15,0.392
J03610,A0375,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-08-15,0.551
J00915,A0093,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-08-15,0.505
J04305,A0449,P0234,회사29,Product Analyst,,인턴,2025-08-16,0.02
J00407,A0043,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-08-16,0.831
J04886,A0510,P0124,회사18,DA (Data Analyst),,경력,2025-08-16,0.487
J02403,A0247,P0019,회사17,Growth Analyst,모바일·APP,인턴,2025-08-16,0.464
J02850,A0296,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-08-16,0.99
J01464,A0146,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-08-16,0.818
J02472,A0255,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-08-16,0.472
J01854,A0187,P0155,회사19,Product Analyst,모바일·APP,신입,2025-08-16,0.822
J01854,A0187,P0155,회사19,Product Analyst,모바일·APP,신입,2025-08-16,0.822
J03265,A0341,P0233,회사18,BA (Business Analyst),게임,신입,2025-08-16,0.02
J01481,A0147,P0217,회사34,BA (Business Analyst),미디어,전환형 인턴,2025-08-16,0.126
J00189,A0021,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-08-16,0.417
J01023,A0107,P0215,회사28,BA (Business Analyst),물류,전환형 인턴,2025-08-16,0.712
J04069,A0423,P0223,회사13,Growth Analyst,미디어,경력,2025-08-16,0.202
J03832,A0395,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-08-16,0.631
J02116,A0217,P0128,회사26,Data Scientist,게임,경력,2025-08-16,0.447
J01895,A0193,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-08-16,0.905
J04125,A0429,P0179,회사26,Product Analyst,금융,계약직,2025-08-17,0.02
J02705,A0282,P0110,회사30,Product Analyst,배달/배송,신입,2025-08-17,0.419
J03674,A0380,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-08-17,0.99
J00463,A0049,P0142,회사15,BI Engineer,교육,경력,2025-08-17,0.536
J04456,A0466,P0190,회사31,Growth Analyst,,전환형 인턴,2025-08-17,0.817
J01601,A0160,P0232,회사17,BI Engineer,물류,신입,2025-08-17,0.544
J03256,A0339,P0235,회사12,Product Analyst,헬스케어,인턴,2025-08-17,0.507
J03567,A0371,P0079,회사08,Growth Analyst,게임,신입,2025-08-17,0.197
J03382,A0352,P0195,회사28,Product Analyst,물류,신입,2025-08-17,0.242
J04325,A0452,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-08-17,0.661
J04275,A0446,P0043,회사12,BI Engineer,리테일,인턴,2025-08-17,0.535
J04271,A0445,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-08-17,0.677
J04376,A0457,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-08-17,0.607
J01330,A0136,P0182,회사12,Data Scientist,금융,인턴,2025-08-17,0.604
J02107,A0216,P0101,회사18,BA (Business Analyst),,신입,2025-08-17,0.612
J00647,A0067,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-08-17,0.361
J01876,A0189,P0063,회사13,DA (Data Analyst),게임,신입,2025-08-17,0.233
J00036,A0005,P0084,회사20,Product Analyst,,경력,2025-08-18,0.797
J04947,A0519,P0011,회사27,Product Analyst,,신입,2025-08-18,0.643
J01211,A0125,P0040,회사30,BA (Business Analyst),,신입,2025-08-18,0.187
J03631,A0376,P0198,회사22,BA (Business Analyst),게임,계약직,2025-08-18,0.503
J03393,A0353,P0061,회사11,Growth Analyst,게임,신입,2025-08-18,0.588
J01951,A0198,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-08-18,0.286
J03808,A0393,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-08-18,0.158
J02489,A0258,P0175,회사22,Data Scientist,금융,신입,2025-08-18,0.365
J04180,A0435,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-08-18,0.198
J02030,A0209,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-08-18,0.02
J03442,A0359,P0143,회사23,Product Analyst,교육,인턴,2025-08-18,0.909
J04926,A0515,P0029,회사18,Product Analyst,게임,신입,2025-08-18,0.733
J01927,A0195,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-08-18,0.649
J01927,A0195,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-08-18,0.649
J04822,A0503,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-08-18,0.802
J01684,A0167,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-08-18,0.358
J00815,A0086,P0078,회사19,Product Analyst,,경력,2025-08-18,0.496
J04778,A0498,P0151,회사11,Data Scientist,게임,신입,2025-08-19,0.228
J00228,A0024,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-08-19,0.46
J01225,A0127,P0168,회사26,Data Scientist,미디어,경력,2025-08-19,0.02
J02985,A0311,P0128,회사26,Data Scientist,게임,경력,2025-08-19,0.855
J01742,A0173,P0124,회사18,DA (Data Analyst),,경력,2025-08-19,0.382
J03394,A0354,P0081,회사34,DA (Data Analyst),교육,계약직,2025-08-19,0.494
J03062,A0319,P0190,회사31,Growth Analyst,,전환형 인턴,2025-08-19,0.276
J01986,A0204,P0074,회사20,BI Engineer,배달/배송,신입,2025-08-19,0.154
J03952,A0411,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-08-19,0.42
J00268,A0029,P0004,회사19,BA (Business Analyst),교육,신입,2025-08-19,0.662
J00203,A0022,P0169,회사14,Data Scientist,리테일,경력,2025-08-19,0.692
J01532,A0151,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-08-19,0.171
J01357,A0137,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-08-19,0.419
J03402,A0355,P0196,회사11,BI Engineer,리테일,계약직,2025-08-19,0.643
J02040,A0210,P0081,회사34,DA (Data Analyst),교육,계약직,2025-08-19,0.362
J04887,A0510,P0212,회사25,BI Engineer,모바일·APP,신입,2025-08-20,0.558
J03879,A0401,P0100,회사34,BI Engineer,헬스케어,계약직,2025-08-20,0.449
J04659,A0485,P0186,회사17,Product Analyst,헬스케어,신입,2025-08-20,0.642
J02687,A0279,P0120,회사26,DA (Data Analyst),게임,신입,2025-08-20,0.387
J01699,A0169,P0169,회사14,Data Scientist,리테일,경력,2025-08-20,0.351
J01572,A0156,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-08-20,0.096
J03201,A0334,P0197,회사12,Data Scientist,리테일,신입,2025-08-20,0.518
J02804,A0292,P0063,회사13,DA (Data Analyst),게임,신입,2025-08-20,0.404
J00991,A0103,P0167,회사12,DA (Data Analyst),리테일,신입,2025-08-20,0.15
J00843,A0088,P0120,회사26,DA (Data Analyst),게임,신입,2025-08-20,0.634
J02822,A0293,P0132,회사21,DA (Data Analyst),금융,계약직,2025-08-20,0.474
J00430,A0045,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-08-20,0.99
J03312,A0345,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-08-20,0.218
J03371,A0351,P0049,회사30,DA (Data Analyst),물류,계약직,2025-08-20,0.673
J00301,A0033,P0005,회사11,Growth Analyst,,경력,2025-08-20,0.545
J00408,A0043,P0210,회사26,Growth Analyst,,신입,2025-08-20,0.671
J01976,A0202,P0031,회사27,BI Engineer,물류,신입,2025-08-20,0.687
J04726,A0491,P0188,회사09,BI Engineer,교육,신입,2025-08-20,0.446
J01247,A0129,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-08-20,0.613
J00573,A0060,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-08-20,0.2
J01663,A0165,P0196,회사11,BI Engineer,리테일,계약직,2025-08-21,0.614
J00388,A0040,P0236,회사26,BA (Business Analyst),리테일,신입,2025-08-21,0.819
J02022,A0207,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-08-21,0.605
J02865,A0297,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-08-21,0.328
J03611,A0375,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-08-21,0.159
J03795,A0392,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-08-21,0.427
J03792,A0391,P0040,회사30,BA (Business Analyst),,신입,2025-08-21,0.743
J01391,A0140,P0040,회사30,BA (Business Analyst),,신입,2025-08-21,0.02
J02152,A0220,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-08-21,0.02
J01789,A0177,P0096,회사27,BI Engineer,,신입,2025-08-21,0.412
J03143,A0326,P0200,회사27,DA (Data Analyst),금융,신입,2025-08-21,0.62
J00341,A0037,P0074,회사20,BI Engineer,배달/배송,신입,2025-08-21,0.672
J03743,A0386,P0001,회사22,Product Analyst,물류,신입,2025-08-21,0.459
J04768,A0497,P0235,회사12,Product Analyst,헬스케어,인턴,2025-08-21,0.591
J00249,A0027,P0192,회사30,Growth Analyst,헬스케어,신입,2025-08-21,0.674
J01146,A0119,P0189,회사12,Product Analyst,미디어,신입,2025-08-21,0.406
